,Movie Title,Worldwide,Domestic,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
20,Little Fockers,"310,650,585","148,438,600",47.8,"162,211,985",52.2,9.0,34.0,PG-13,PaulWeitz,"JaneRosenthal,RobertDeNiro,JayRoach,JohnHamburg",12-22-2010,148400000.0,5.5,111500,movie,Little Fockers,0,2010,98,"Comedy,Romance"
21,Resident Evil: Afterlife,"300,228,084","60,128,566",20,"240,099,518",80,21.0,48.0,R,PaulW.S.Anderson,"PaulW.S.Anderson,JeremyBolt,RobertKulzer,DonCarmody,BerndEichinger,SamuelHadida",9-10-2010,60100000.0,5.8,169427,movie,Resident Evil: Afterlife,0,2010,96,"Action,Adventure,Horror"
22,Shutter Island,"294,804,195","128,012,934",43.4,"166,791,261",56.6,68.0,77.0,R,MartinScorsese,"MikeMedavoy,ArnoldMesser,BradleyJ.Fischer,MartinScorsese",2-19-2010,128000000.0,8.2,1248932,movie,Shutter Island,0,2010,138,"Mystery,Thriller"
23,Salt,"293,503,354","118,311,368",40.3,"175,191,986",59.7,61.0,59.0,PG-13,PhillipNoyce,"LorenzodiBonaventura,SunilPerkash",7-23-2010,,6.5,309868,movie,Salt,0,2010,100,"Action,Thriller"
24,Sex and the City 2,"290,745,055","95,347,692",32.8,"195,397,363",67.2,16.0,43.0,R,MichaelPatrickKing,"MichaelPatrickKing,JohnMelfi,SarahJessicaParker,DarrenStar",5-27-2010,95300000.0,4.5,78980,movie,Sex and the City 2,0,2010,146,"Comedy,Drama,Romance"
25,The Tourist,"278,780,441","67,631,157",24.3,"211,149,284",75.7,20.0,42.0,PG-13,FlorianHenckelvonDonnersmarck,"GrahamKing,TimHeadington,RogerBirnbaum,GaryBarber,JonathanGlickman",12-10-2010,67600000.0,6.0,237778,movie,The Tourist,0,2010,103,"Action,Thriller"
26,The Expendables,"274,470,394","103,068,524",37.6,"171,401,870",62.4,42.0,64.0,R,SylvesterStallone,"AviLerner,JohnThompson,KevinKingTempleton",8-13-2010,103000000.0,6.4,340314,movie,The Expendables,0,2010,103,"Action,Adventure,Thriller"
27,Grown Ups,"271,430,189","162,001,186",59.7,"109,429,003",40.3,11.0,62.0,PG-13,DennisDugan,"AdamSandler,JackGiarraputo",6-25-2010,162000000.0,5.9,245587,movie,Grown Ups,0,2010,102,Comedy
28,True Grit,"252,276,927","171,243,005",67.9,"81,033,922",32.1,95.0,85.0,PG-13,"JoelCoen,EthanCoen","ScottRudin,JoelCoen,EthanCoen",12-22-2010,171000000.0,7.6,332413,movie,True Grit,0,2010,110,"Drama,Western"
29,Gulliver's Travels,"237,382,724","42,779,261",18,"194,603,463",82,,,,,,,,4.9,68898,movie,Gulliver's Travels,0,2010,85,"Adventure,Comedy,Family"
30,Percy Jackson & the Olympians: The Lightning Thief,"226,497,209","88,768,303",39.2,"137,728,906",60.8,49.0,53.0,PG,ChrisColumbus,"KarenRosenfelt,ChrisColumbus,MichaelBarnathan,MarkRadcliffe",2-12-2010,88800000.0,5.9,186001,movie,Percy Jackson & the Olympians: The Lightning Thief,0,2010,118,"Adventure,Family,Fantasy"
31,The Social Network,"224,920,315","96,962,694",43.1,"127,957,621",56.9,96.0,87.0,PG-13,DavidFincher,"ScottRudin,DanaBrunetti,MichaelDeLuca,CeánChaffin",10-1-2010,96900000.0,7.8,679305,movie,The Social Network,0,2010,120,"Biography,Drama"
32,Valentine's Day,"216,485,654","110,485,654",51,"106,000,000",49,18.0,47.0,PG-13,GarryMarshall,"MikeKarz,WayneAllanRice",2-12-2010,110500000.0,5.7,118968,movie,Valentine's Day,0,2010,125,"Comedy,Romance"
33,The Sorcerer's Apprentice,"215,283,742","63,150,991",29.3,"152,132,751",70.7,40.0,53.0,PG,JonTurteltaub,JerryBruckheimer,7-14-2010,63100000.0,6.1,160138,movie,The Sorcerer's Apprentice,0,2010,109,"Action,Adventure,Family"
34,Due Date,"211,780,824","100,539,043",47.5,"111,241,781",52.5,39.0,52.0,R,ToddPhillips,"ToddPhillips,DanGoldberg",11-5-2010,100400000.0,6.5,338617,movie,Due Date,0,2010,95,"Comedy,Drama"
35,Eat Pray Love,"204,594,016","80,574,010",39.4,"124,020,006",60.6,36.0,42.0,PG-13,RyanMurphy,DedeGardner,8-13-2010,80600000.0,5.8,95505,movie,Eat Pray Love,0,2010,133,"Biography,Drama,Romance"
36,Yogi Bear,"203,509,374","100,246,011",49.3,"103,263,363",50.7,13.0,34.0,PG,EricBrevig,"DonaldDeLine,KarenRosenfelt",12-17-2010,100200000.0,4.6,21742,movie,Yogi Bear,0,2010,81,"Adventure,Animation,Comedy"
37,RED,"199,006,387","90,380,162",45.4,"108,626,225",54.6,,,,,,,,7.0,304153,movie,RED,0,2010,111,"Action,Comedy,Crime"
38,Paranormal Activity 2,"177,512,032","84,752,907",47.7,"92,759,125",52.3,58.0,48.0,R,TodWilliams,"JasonBlum,OrenPeli",10-22-2010,84700000.0,5.7,103015,movie,Paranormal Activity 2,0,2010,91,"Horror,Mystery"
39,The A-Team,"177,238,796","77,222,099",43.6,"100,016,697",56.4,49.0,66.0,PG-13,JoeCarnahan,"JulesDaly,AlexYoung,IainSmith,StephenJ.Cannell,SpikeSeldin,TonyScott",6-11-2010,77200000.0,6.7,256237,movie,The A-Team,0,2010,117,"Action,Adventure,Thriller"
40,Jackass 3D,"171,685,792","117,229,692",68.3,"54,456,100",31.7,,,,,,,,7.0,63428,movie,Jackass 3D,0,2010,94,"Action,Comedy,Documentary"
41,The Other Guys,"170,458,922","119,219,978",69.9,"51,238,944",30.1,78.0,60.0,PG-13,AdamMcKay,"WillFerrell,AdamMcKay,JimmyMiller",8-6-2010,119200000.0,6.6,261522,movie,The Other Guys,0,2010,107,"Action,Comedy,Crime"
42,Unstoppable,"167,805,466","81,562,942",48.6,"86,242,524",51.4,,56.0,,DarrenDoane,,,,6.8,194678,movie,Unstoppable,0,2010,98,"Action,Thriller"
43,Step Up,"159,291,809","42,400,223",26.6,"116,891,586",73.4,21.0,83.0,PG-13,AnneFletcher,"ErikFeig,JenniferGibgot,AdamShankman,PatrickWachsberger",8-11-2006,65300000.0,6.2,57723,movie,Step Up 3D,0,2010,107,"Drama,Music,Romance"
44,The Book of Eli,"157,107,755","94,835,059",60.4,"62,272,696",39.6,47.0,64.0,R,"AllenHughes,AlbertHughes","JoelSilver,DenzelWashington,BroderickJohnson,AndrewA.Kosove,DavidValdes",1-15-2010,94800000.0,6.8,311486,movie,The Book of Eli,0,2010,118,"Action,Adventure,Drama"
45,The Town,"154,026,136","92,186,262",59.9,"61,839,874",40.1,92.0,85.0,R,BenAffleck,"GrahamKing,BasilIwanyk",9-17-2010,92200000.0,7.5,380431,movie,The Town,0,2010,125,"Crime,Drama,Thriller"
46,Date Night,"152,263,880","98,711,404",64.8,"53,552,476",35.2,,,,,,,,6.3,160762,movie,Date Night,0,2010,88,"Comedy,Crime,Romance"
47,The Secret World of Arrietty,"148,800,274","19,202,743",12.9,"129,597,531",87.1,95.0,85.0,G,"HiromasaYonebayashi,GaryRydstrom",ToshioSuzuki,2-17-2012,,7.6,89725,movie,Kari-gurashi no Arietti,0,2010,94,"Adventure,Animation,Drama"
48,Legend of the Guardians: The Owls of Ga'Hoole,"140,073,390","55,675,313",39.7,"84,398,077",60.3,52.0,63.0,PG,ZackSnyder,ZarehNalbandian,9-24-2010,55700000.0,6.9,82454,movie,Legend of the Guardians: The Owls of Ga'Hoole,0,2010,97,"Action,Adventure,Animation"
49,The Wolfman,"139,789,765","61,979,680",44.3,"77,810,085",55.7,34.0,33.0,R,JoeJohnston,"ScottStuber,BenicioDelToro,RickYorn,SeanDaniel",2-12-2010,61900000.0,5.8,105998,movie,The Wolfman,0,2010,103,"Drama,Fantasy,Horror"
50,The Bounty Hunter,"136,333,522","67,061,228",49.2,"69,272,294",50.8,,45.0,,AndredeToth,SamuelBischoff,,,5.5,126351,movie,The Bounty Hunter,0,2010,110,"Action,Comedy,Romance"
51,The Bounty Hunter,"136,333,522","67,061,228",49.2,"69,272,294",50.8,,45.0,,AndredeToth,SamuelBischoff,,,6.5,32,movie,The Bounty Hunter,0,2010,\N,\N
52,Saw: The Final Chapter,"136,150,434","45,710,178",33.6,"90,440,256",66.4,,,,,,,,5.6,97137,movie,Saw 3D,0,2010,90,"Crime,Horror,Mystery"
53,Wall Street: Money Never Sleeps,"134,748,021","52,474,616",38.9,"82,273,405",61.1,55.0,44.0,PG-13,OliverStone,"EdwardR.Pressman,EricKopeloff",9-24-2010,52500000.0,6.2,101994,movie,Wall Street: Money Never Sleeps,0,2010,133,Drama
54,Predators,"127,233,108","52,000,688",40.9,"75,232,420",59.1,65.0,52.0,R,NimródAntal,"RobertRodriguez,JohnDavis,ElizabethAvellan",7-9-2010,52000000.0,6.4,222228,movie,Predators,0,2010,107,"Action,Adventure,Sci-Fi"
55,A Nightmare on Elm Street,"115,694,863","63,075,011",54.5,"52,619,852",45.5,15.0,43.0,R,SamuelBayer,"MichaelBay,AndrewForm,BradFuller",4-30-2010,63100000.0,5.2,98823,movie,A Nightmare on Elm Street,0,2010,95,"Crime,Drama,Horror"
56,Dear John,"114,984,666","80,014,842",69.6,"34,969,824",30.4,28.0,55.0,PG-13,LasseHallström,"MartyBowen,WyckGodfrey,RyanKavanaugh",2-5-2010,80000000.0,6.3,146758,movie,Dear John,0,2010,108,"Drama,Mystery,Romance"
57,Cats & Dogs: The Revenge of Kitty Galore,"112,483,764","43,585,753",38.7,"68,898,011",61.3,13.0,38.0,PG,BradPeyton,"PollyJohnsen,AndrewLazar",7-30-2010,43600000.0,4.3,15081,movie,Cats & Dogs: The Revenge of Kitty Galore,0,2010,82,"Action,Adventure,Animation"
58,Tooth Fairy,"112,462,508","60,022,256",53.4,"52,440,252",46.6,,29.0,,LouisaWarren,ScottJeffrey,,,5.0,45737,movie,Tooth Fairy,0,2010,101,"Comedy,Family,Fantasy"
59,Harmony,"107,056,263",-,-,"107,056,263",100,,,,JosephSantley,NatLevine,10-23-1935,,7.5,777,movie,Hamoni,0,2010,115,Drama
60,Hereafter,"106,956,330","32,746,941",30.6,"74,209,389",69.4,47.0,38.0,PG-13,ClintEastwood,"ClintEastwood,KathleenKennedy,RobertLorenz",10-22-2010,32700000.000000004,6.5,92607,movie,Hereafter,0,2010,129,"Drama,Fantasy,Romance"
61,Life as We Know It,"105,734,416","53,374,681",50.5,"52,359,735",49.5,29.0,61.0,PG-13,GregBerlanti,"BarryJosephson,PaulBrooks",10-8-2010,53400000.0,6.5,130235,movie,Life as We Know It,0,2010,115,"Comedy,Drama,Romance"
62,Let the Bullets Fly,"104,723,314","63,012",<0.1,"104,660,302",99.9,76.0,72.0,,WenJiang,"MaKe,AlbertLee,YinHomber,BarbieTung,HaichengZhao",3-2-2012,60.0K,7.3,10767,movie,Rang zi dan fei,0,2010,132,"Action,Comedy,Drama"
63,Love & Other Drugs,"102,820,008","32,367,005",31.5,"70,453,003",68.5,49.0,53.0,R,EdwardZwick,"ScottStuber,EdwardZwick,MarshallHerskovitz,CharlesRandolph,PieterJanBrugge",11-24-2010,32400000.0,6.7,198618,movie,Love & Other Drugs,0,2010,112,"Comedy,Drama,Romance"
64,Aftershock,"100,293,273","62,962",<0.1,"100,230,311",99.9,100.0,,,"PaulaEiselt,TonyaLewisLee","PaulaEiselt,TonyaLewisLee",,,7.5,9111,movie,Tang shan da di zhen,0,2010,135,"Drama,History"
65,Umizaru 3: The Last Message,"98,663,381",-,-,"98,663,381",100,,,,,,,,5.9,200,movie,Za rasuto messêji: Umizaru,0,2010,\N,Drama
66,Killers,"98,159,963","47,059,963",47.9,"51,100,000",52.1,73.0,64.0,,"KimoStamboel,TimoTjahjanto","YoshinoriChiba,KimoStamboel,TimoTjahjanto,TakujiUshiyama,ShinjiroNishimura",1-23-2015,,5.4,90959,movie,Killers,0,2010,100,"Action,Comedy,Romance"
67,Kick-Ass,"96,188,903","48,071,303",50,"48,117,600",50,76.0,81.0,R,MatthewVaughn,"MatthewVaughn,BradPitt,TarquinPack,KrisThykier,DavidReid,AdamBohling",4-16-2010,48000000.0,7.6,551080,movie,Kick-Ass,0,2010,117,"Action,Comedy,Crime"
68,Nanny McPhee Returns,"93,251,121","29,011,215",31.1,"64,239,906",68.9,75.0,55.0,PG,SusannaWhite,"LindsayDoran,TimBevan,EricFellner",8-20-2010,29000000.0,6.1,32022,movie,Nanny McPhee and the Big Bang,0,2010,109,"Comedy,Family,Fantasy"
69,Get Him to the Greek,"91,720,255","60,974,475",66.5,"30,745,780",33.5,,,,,,,,6.4,176586,movie,Get Him to the Greek,0,2010,109,"Comedy,Music"
70,Burlesque,"89,519,773","39,440,655",44.1,"50,079,118",55.9,,,,RenéCardona,,,,6.4,84465,movie,Burlesque,0,2010,119,"Drama,Music,Musical"
71,Burlesque,"89,519,773","39,440,655",44.1,"50,079,118",55.9,,,,RenéCardona,,,,7.1,66,movie,Burlesque,0,2010,90,Drama
72,The Last Song,"89,137,047","62,950,384",70.6,"26,186,663",29.4,,,,,,,,6.0,86600,movie,The Last Song,0,2010,108,"Drama,Music,Romance"
73,Dinner for Schmucks,"86,855,739","73,026,337",84.1,"13,829,402",15.9,42.0,42.0,PG-13,JayRoach,"WalterF.Parkes,LaurieMacDonald,JayRoach",7-30-2010,73000000.0,5.9,105616,movie,Dinner for Schmucks,0,2010,114,Comedy
74,Bayside Shakedown 3: Set the Guys Loose,"85,347,374",-,-,"85,347,374",100,,,,,,,,5.5,309,movie,Odoru daisousasen the movie 3: Yatsura o kaihou seyo!,0,2010,141,Drama
75,Marmaduke,"83,761,844","33,644,788",40.2,"50,117,056",59.8,9.0,42.0,PG,TomDey,JohnDavis,6-4-2010,33600000.0,4.3,15414,movie,Marmaduke,0,2010,99,"Comedy,Family"
76,Piranha 3D,"83,188,165","25,003,155",30.1,"58,185,010",69.9,13.0,22.0,R,JohnGulager,"MarkCanton,MarcToberoff,JoelSoisson",6-1-2012,370.9K,5.5,89521,movie,Piranha 3D,0,2010,88,"Comedy,Horror"
77,Edge of Darkness,"81,126,522","43,313,890",53.4,"37,812,632",46.6,,,,,,,,6.6,93719,movie,Edge of Darkness,0,2010,117,"Action,Crime,Drama"
78,Vampires Suck,"80,547,866","36,661,504",45.5,"43,886,362",54.5,4.0,29.0,PG-13,"JasonFriedberg,AaronSeltzer","PeterSafran,JasonFriedberg,AaronSeltzer",8-18-2010,36700000.0,3.4,48572,movie,Vampires Suck,0,2010,82,"Comedy,Horror"
79,Letters to Juliet,"79,293,444","53,032,453",66.9,"26,260,991",33.1,42.0,62.0,PG,GaryWinick,"CarolineKaplan,EllenBarkin,MarkCanton",5-14-2010,53000000.0,6.5,98712,movie,Letters to Juliet,0,2010,105,"Adventure,Comedy,Drama"
80,The Back-up Plan,"77,477,008","37,490,007",48.4,"39,987,001",51.6,17.0,46.0,PG-13,AlanPoul,"ToddBlack,JasonBlumenthal,SteveTisch",4-23-2010,37500000.0,5.3,49814,movie,The Back-up Plan,0,2010,104,"Comedy,Romance"
81,Diary of a Wimpy Kid,"76,196,538","64,003,625",84,"12,192,913",16,73.0,37.0,PG,SwintonO.ScottIII,JeffKinney,,,6.2,48370,movie,Diary of a Wimpy Kid,0,2010,94,"Comedy,Drama,Family"
82,If You Are the One 2,"76,085,443","426,894",0.6,"75,658,549",99.4,,67.0,,FengXiao-Gang,"FengXiao-Gang,TongyuanWang,AlbertYeung",,,5.9,1517,movie,Fei cheng wu rao 2,0,2010,120,"Comedy,Romance"
83,Easy A,"75,026,216","58,401,464",77.8,"16,624,752",22.2,85.0,77.0,PG-13,WillGluck,"ZanneDevine,WillGluck",9-17-2010,58400000.0,7.0,382340,movie,Easy A,0,2010,92,"Comedy,Drama,Romance"
84,Pokémon: Zoroark: Master of Illusions,"71,143,529",-,-,"71,143,529",100,,70.0,,KunihikoYuyama,,,,6.1,1985,movie,Gekijouban Poketto monsutâ: Daiamondo & Pâru - Gen'ei no hasha Zoroâku,0,2010,96,"Action,Animation,Family"
85,A Turtle's Tale: Sammy's Adventures,"70,627,617",-,-,"70,627,617",100,44.0,47.0,PG,BenStassen,,,,6.0,7424,movie,Sammy's avonturen: De geheime doorgang,0,2010,88,"Adventure,Animation,Family"
86,The Last Exorcism,"69,432,527","41,034,350",59.1,"28,398,177",40.9,72.0,35.0,PG-13,DanielStamm,"EliRoth,EricNewman,MarcAbraham,ThomasA.Bliss",8-27-2010,41000000.0,5.7,49644,movie,The Last Exorcism,0,2010,87,"Horror,Mystery,Thriller"
87,Takers,"69,055,695","57,744,720",83.6,"11,310,975",16.4,28.0,62.0,PG-13,JohnLuessenhop,"WillPacker,T.I.,JasonGeter",8-27-2010,57700000.0,6.2,61911,movie,Takers,0,2010,107,"Action,Crime,Thriller"
88,Bestseller,"68,813,389",-,-,"68,813,389",100,,,,,,,,6.1,1044,movie,Be-seu-teu-sel-leo,0,2010,117,"Horror,Mystery,Thriller"
89,Legion,"67,918,658","40,168,080",59.1,"27,750,578",40.9,,17.0,TV14,JonHess,AviNesher,,,5.2,104018,movie,Legion,0,2010,100,"Action,Fantasy,Horror"
90,The American,"67,876,281","35,606,376",52.5,"32,269,905",47.5,86.0,,,"UdiAloni,","UdiAloni,",6-19-2020,,6.3,95908,movie,The American,0,2010,105,"Action,Crime,Drama"
91,The Next Three Days,"67,448,651","21,148,651",31.4,"46,300,000",68.6,50.0,66.0,PG-13,PaulHaggis,"PaulHaggis,MichaelNozik,OlivierDelbosc,MarcMissonnier",11-19-2010,21100000.0,7.3,194911,movie,The Next Three Days,0,2010,133,"Action,Crime,Drama"
92,Skyline,"66,984,887","21,393,620",31.9,"45,591,267",68.1,15.0,18.0,PG-13,"ColinStrause,GregStrause","ColinStrause,GregStrause,KristianJamesAndresen,LiamO'Donnell",11-12-2010,21400000.0,4.5,89448,movie,Skyline,0,2010,92,"Action,Sci-Fi,Thriller"
93,Hot Tub Time Machine,"64,735,752","50,287,556",77.7,"14,448,196",22.3,64.0,56.0,R,StevePink,"JohnCusack,GraceLoh,MattMoore",3-26-2010,50200000.0,6.4,171815,movie,Hot Tub Time Machine,0,2010,101,"Comedy,Sci-Fi"
94,Elite Squad 2: The Enemy Within,"63,618,850","100,119",0.2,"63,518,731",99.8,,,,,,,,8.0,82264,movie,Tropa de Elite 2: O Inimigo Agora é Outro,0,2010,115,"Action,Crime,Drama"
95,Devil,"62,695,489","33,601,190",53.6,"29,094,299",46.4,49.0,43.0,PG-13,JohnErickDowdle,"M.NightShyamalan,SamMercer",9-17-2010,33600000.0,6.3,143130,movie,Devil,0,2010,80,"Horror,Mystery,Thriller"
96,127 Hours,"60,738,797","18,335,230",30.2,"42,403,567",69.8,93.0,85.0,R,DannyBoyle,"ChristianColson,DannyBoyle,JohnSmithson",1-28-2011,18300000.0,7.6,369651,movie,127 Hours,0,2010,94,"Biography,Drama"
97,Why Did I Get Married Too?,"60,673,972","60,095,852",99,"578,120",1,27.0,68.0,PG-13,TylerPerry,"TylerPerry,ReubenCannon",4-2-2010,60100000.0,4.6,9687,movie,Why Did I Get Married Too?,0,2010,121,"Comedy,Drama,Romance"
98,The Ghost Writer,"60,331,447","15,541,549",25.8,"44,789,898",74.2,84.0,70.0,PG-13,RomanPolanski,"RomanPolanski,RobertBenmussa,AlainSarde",3-19-2010,15500000.0,7.2,162021,movie,The Ghost Writer,0,2010,128,"Crime,Drama,Mystery"
99,Secretariat,"60,321,861","59,713,955",99,"607,906",1,64.0,76.0,PG,RandallWallace,"MarkCiardi,GordonGray",10-8-2010,59700000.0,7.2,28163,movie,Secretariat,0,2010,123,"Biography,Drama,Family"
100,Morning Glory,"60,040,976","31,011,732",51.7,"29,029,244",48.3,55.0,51.0,PG-13,RogerMichell,"J.J.Abrams,BryanBurk",11-10-2010,31000000.0,6.5,78101,movie,Morning Glory,0,2010,107,"Comedy,Drama,Romance"
101,Remember Me,"56,032,889","19,068,240",34,"36,964,649",66,,78.0,,MartínRosete,"DavidNaranjo,MartínRosete,AtitShah,GonzaloSalazar-Simpson",,,7.1,145016,movie,Remember Me,0,2010,113,"Drama,Romance"
102,Cop Out,"55,611,001","44,875,481",80.7,"10,735,520",19.3,18.0,39.0,R,KevinSmith,"MarcPlatt,MichaelTadross,PollyJohnsen",2-26-2010,44900000.0,5.6,87556,movie,Cop Out,0,2010,107,"Action,Comedy,Crime"
103,Veda - Atatürk,"55,024,621",-,-,"55,024,621",100,,67.0,,MokonaApapa,,,,7.3,7078,movie,Veda,0,2010,114,"Biography,Drama,History"
104,The Crazies,"54,806,823","39,123,589",71.4,"15,683,234",28.6,71.0,56.0,R,BreckEisner,"RobCowan,MichaelAguilar,DeanGeorgaris",2-26-2010,39100000.0,6.5,119200,movie,The Crazies,0,2010,101,"Horror,Mystery,Thriller"
105,Little White Lies,"53,319,615","206,088",0.4,"53,113,527",99.6,42.0,64.0,,GuillaumeCanet,AlainAttal,8-24-2012,199.6K,7.1,25046,movie,Les petits mouchoirs,0,2010,154,"Comedy,Drama"
106,From Paris with Love,"52,830,951","24,077,427",45.6,"28,753,524",54.4,37.0,54.0,R,PierreMorel,IndiaOsborne,2-5-2010,24000000.0,6.4,116402,movie,From Paris with Love,0,2010,92,"Action,Crime,Thriller"
107,Detective Dee: The Mystery of the Phantom Flame,"51,899,269","459,836",0.9,"51,439,433",99.1,80.0,62.0,PG-13,HarkTsui,"PeggyLee,NansunShi,HarkTsui",9-2-2011,,6.6,11206,movie,Di renjie: Tong tian di guo,0,2010,123,"Action,Adventure,Drama"
108,Conference of Animals,"51,883,642",-,-,"51,883,642",100,,,,,,,,4.8,6467,movie,Konferenz der Tiere,0,2010,93,"Adventure,Animation,Comedy"
109,Alpha and Omega,"50,507,267","25,107,267",49.7,"25,400,000",50.3,18.0,41.0,PG,"AnthonyBell,BenGluck","RichardRich,KenKatsumoto,SteveMoore",9-17-2010,25100000.0,5.2,14237,movie,Alpha and Omega,0,2010,90,"Adventure,Animation,Comedy"
110,The Switch,"49,830,607","27,779,426",55.7,"22,051,181",44.3,,,,,,,,6.1,103831,movie,The Switch,0,2010,101,"Comedy,Drama,Romance"
