moviename,release_date,budget,year,cleaned_budget,cleaned_release_date
Mechanic: Resurrection,"
August 22, 2016 (2016-08-22) (ArcLight Hollywood)
August 26, 2016 (2016-08-26) (United States)
",$40 million,2016.0,40000000.0,2016-08-26
Deepwater Horizon,"
September 13, 2016 (2016-09-13) (TIFF)
September 30, 2016 (2016-09-30) (United States)
",$156 million (gross)$110–120 million (net),2016.0,120000000.0,2016-09-30
Allied,"
November 9, 2016 (2016-11-09) (Regency Village Theatre)
November 23, 2016 (2016-11-23) (United States)
November 25, 2016 (2016-11-25) (United Kingdom)
",$85–113 million,2016.0,113000000.0,2016-11-25
I Belonged to You,"
September 29, 2016 (2016-09-29)
",,2016.0,,2016-09-29
The Shallows,,,2016.0,,
The Purge: Election Year,"
July 1, 2016 (2016-07-01) (United States)
",$10 million,2016.0,10000000.0,2016-07-01
Why Him?,"
December 17, 2016 (2016-12-17) (Los Angeles)
December 23, 2016 (2016-12-23) (United States)
",$38–52 million,2016.0,52000000.0,2016-12-23
Book of Love,,,2022.0,,
Office Christmas Party,"
December 5, 2016 (2016-12-05) (New York City)
December 9, 2016 (2016-12-09) (United States)
",$45 million,2016.0,45000000.0,2016-12-09
How to Be Single,"
February 9, 2016 (2016-02-09) (London)
February 12, 2016 (2016-02-12) (United States)
",$38 million,2016.0,38000000.0,2016-02-12
10 Cloverfield Lane,"
March 8, 2016 (2016-03-08) (New York City)
March 11, 2016 (2016-03-11) (United States)
",$13–15 million,2016.0,15000000.0,2016-03-11
Neighbors 2: Sorority Rising,"
April 26, 2016 (2016-04-26) (Berlin)
May 20, 2016 (2016-05-20) (United States)
",$35 million,2016.0,35000000.0,2016-05-20
Cold War 2,,,2016.0,,
Railroad Tigers,"
December 23, 2016 (2016-12-23)
",US$50 Million,2016.0,50.0,2016-12-23
Dirty Grandpa,"
January 22, 2016 (2016-01-22) (United States)
",$11.5-25 million,2016.0,25000000.0,2016-01-22
Ben-Hur,,,2016.0,,
Money Monster,"
May 12, 2016 (2016-05-12) (Cannes)
May 13, 2016 (2016-05-13) (United States)
",$27.4 million,2016.0,4000000.0,2016-05-13
Train to Busan,"
13 May 2016 (2016-05-13) (Cannes)
20 July 2016 (2016-07-20) (South Korea)
",$8.5 million,2016.0,5000000.0,2016-07-20
My Big Fat Greek Wedding 2,"
March 15, 2016 (2016-03-15) (New York City)
March 25, 2016 (2016-03-25) (United States)
",$18 million,2016.0,18000000.0,2016-03-25
Collateral Beauty,"
December 13, 2016 (2016-12-13) (Dubai)
December 16, 2016 (2016-12-16) (United States)
",$36–40.3 million,2016.0,3000000.0,2016-12-16
Line Walker,"
11 August 2016 (2016-08-11)
",,2019.0,,2016-08-11
War Dogs,"
August 3, 2016 (2016-08-03) (New York City)
August 19, 2016 (2016-08-19) (United States)
",$50 million,2016.0,50000000.0,2016-08-19
Big Fish & Begonia,,,2016.0,,
Nerve,"
July 12, 2016 (2016-07-12) (SVA Theater)
July 27, 2016 (2016-07-27) (United States)
",$19 million,2016.0,19000000.0,2016-07-27
Ouija: Origin of Evil,,,2016.0,,
Underworld: Blood Wars,"
November 24, 2016 (2016-11-24) (International)
January 6, 2017 (2017-01-06) (United States)
",$35 million,2016.0,35000000.0,2017-01-06
Manchester by the Sea,"
January 23, 2016 (2016-01-23) (Sundance)
November 18, 2016 (2016-11-18) (United States)
",$9 million,2016.0,9000000.0,2016-11-18
Shin Godzilla,"
July 25, 2016 (2016-07-25) (Tokyo)
July 29, 2016 (2016-07-29) (Japan)
",US$15 million,2016.0,15000000.0,2016-07-29
Mike and Dave Need Wedding Dates,"
July 8, 2016 (2016-07-08) (United States)
",$33–35 million,2016.0,35000000.0,2016-07-08
Kubo and the Two Strings,"
August 13, 2016 (2016-08-13) (MIFF)
August 19, 2016 (2016-08-19) (United States)
",$60 million,2016.0,60000000.0,2016-08-19
Quo vado?,"
January 1, 2016 (2016-01-01)
",€10 million,2016.0,10000000.0,2016-01-01
Miracles from Heaven,"
February 21, 2016 (2016-02-21) (Dallas)
March 16, 2016 (2016-03-16) (United States)
",$14 million,2016.0,14000000.0,2016-03-16
I Am Not Madame Bovary,"
8 September 2016 (2016-09-08) (TIFF)
18 November 2016 (2016-11-18) (China)
",,2016.0,,2016-11-18
One Piece Film: Gold,"
July 15, 2016 (2016-07-15) (Emirates Palace)
July 23, 2016 (2016-07-23) (Japan)
",,2016.0,,2016-07-23
Moonlight,"
September 2, 2016 (2016-09-02) (Telluride)
October 21, 2016 (2016-10-21) (United States)
",$1.5 million,2016.0,5000000.0,2016-10-21
Monster Trucks,"
December 21, 2016 (2016-12-21) (France)
January 13, 2017 (2017-01-13) (United States)
",$125 million,2016.0,125000000.0,2017-01-13
Fences,"
December 15, 2016 (2016-12-15) (Curran Theatre)
December 16, 2016 (2016-12-16) (United States)
",$24 million,2016.0,24000000.0,2016-12-16
"Hail, Caesar!","
February 1, 2016 (2016-02-01) (Regency Village Theater)
February 5, 2016 (2016-02-05) (United States)
",$22 million,2016.0,22000000.0,2016-02-05
The Nice Guys,"
May 11, 2016 (2016-05-11) (TCL Chinese Theatre)
May 20, 2016 (2016-05-20) (United States)
",$50 million,2016.0,50000000.0,2016-05-20
L.O.R.D: Legend of Ravaging Dynasties,"
30 September 2016 (2016-09-30)
",,2016.0,,2016-09-30
Nine Lives,"
31 July 2016 (2016-07-31) (Los Angeles)
3 August 2016 (2016-08-03) (France)
9 September 2016 (2016-09-09) (China)
",$30 million,2016.0,30000000.0,2016-09-09
Zoolander 2,"
February 4, 2016 (2016-02-04) (London)
February 12, 2016 (2016-02-12) (United States)
",$50–55 million,2016.0,55000000.0,2016-02-12
Barbershop: The Next Cut,"
April 6, 2016 (2016-04-06) (Los Angeles)
April 15, 2016 (2016-04-15) (United States)
",$20 million,2016.0,20000000.0,2016-04-15
The Age of Shadows,"
3 September 2016 (2016-09-03) (Venice)
7 September 2016 (2016-09-07) (South Korea)
",$8.62 million,2016.0,62000000.0,2016-09-07
A Chinese Odyssey: Part Three,"
September 14, 2016 (2016-09-14) (China)
",US$20 million,2016.0,20000000.0,2016-09-14
Patriots Day,"
November 17, 2016 (2016-11-17) (AFI Fest)
December 21, 2016 (2016-12-21) (United States)
",$45 million,2016.0,45000000.0,2016-12-21
My Beloved Bodyguard,"
1 April 2016 (2016-04-01)
",,2016.0,,2016-04-01
The Finest Hours,"
January 25, 2016 (2016-01-25) (TCL Chinese Theatre)
January 29, 2016 (2016-01-29) (United States)
",$70–80 million,2016.0,80000000.0,2016-01-29
Master,,,2021.0,,
Doraemon the Movie: Nobita and the Birth of Japan,"
March 5, 2016 (2016-03-05) (Japan)
[1]",,2016.0,,2016-03-05
The Wailing,,,2016.0,,
Two Is a Family,"
7 December 2016 (2016-12-07)
",$17.5 million,2016.0,5000000.0,2016-12-07
Luck-Key,"
October 13, 2016 (2016-10-13) (South Korea)
",,2016.0,,2016-10-13
Florence Foster Jenkins,"
23 April 2016 (2016-04-23) (Belfast Film Festival)
6 May 2016 (2016-05-06) (United Kingdom)
13 July 2016 (2016-07-13) (France)
",$29 million,2016.0,29000000.0,2016-07-13
Mother's Day,"
April 13, 2016 (2016-04-13) (Los Angeles)
April 29, 2016 (2016-04-29) (United States)
",$25 million,2016.0,25000000.0,2016-04-29
A Monster Calls,"
September 10, 2016 (2016-09-10) (TIFF)
October 7, 2016 (2016-10-07) (Spain)
January 1, 2017 (2017-01-01) (United Kingdom)
",$43 million,2016.0,43000000.0,2017-01-01
Risen,"
February 15, 2016 (2016-02-15) (Dallas)
February 19, 2016 (2016-02-19) (United States)
",$20 million,2016.0,20000000.0,2016-02-19
Eddie the Eagle,"
12 December 2015 (2015-12-12) (Butt-Numb-A-Thon)
28 February 2016 (2016-02-28) (United States)
28 March 2016 (2016-03-28) (United Kingdom)
",$23 million,2016.0,23000000.0,2016-03-28
Blair Witch,,,2016.0,,
Boonie Bears: The Big Top Secret,,,2016.0,,
League of Gods,"
July 29, 2016 (2016-07-29)
",HK$300 millionUS$38 million,2016.0,38000000.0,2016-07-29
Almost Christmas,"
November 3, 2016 (2016-11-03) (Regency Village Theater)
November 11, 2016 (2016-11-11) (United States)
",$17 million,2016.0,17000000.0,2016-11-11
The Witch,,,2020.0,,
The Wild Life,,,2021.0,,
Love O2O,,,2016.0,,
The Forest,"
January 8, 2016 (2016-01-08) (United States)
",$10 million,2016.0,10000000.0,2016-01-08
Absolutely Fabulous: The Movie,"
29 June 2016 (2016-06-29) (London)
1 July 2016 (2016-07-01) (United Kingdom)
22 July 2016 (2016-07-22) (United States)
",,2016.0,,2016-07-22
My Mom Is a Character 2,"
December 26, 2019 (2019-12-26) (Brazil)
",R$ 8 million(US$2.1 million),2016.0,1000000.0,2019-12-26
"Crouching Tiger, Hidden Dragon: Sword of Destiny","
February 18, 2016 (2016-02-18) (Hong Kong)
February 19, 2016 (2016-02-19) (China)
February 26, 2016 (2016-02-26) (Worldwide)
",,2016.0,,2016-02-26
Hell or High Water,"
May 16, 2016 (2016-05-16) (Cannes)
August 12, 2016 (2016-08-12) (United States)
",$12 million,2016.0,12000000.0,2016-08-12
Mission Milano,"
September 30, 2016 (2016-09-30) (China)
",,2016.0,,2016-09-30
The Handmaiden,"
14 May 2016 (2016-05-14) (Cannes)
1 June 2016 (2016-06-01) (South Korea)
",₩10 billion(approx. $8.8 million),2016.0,8000000.0,2016-06-01
Snowden,"
July 21, 2016 (2016-07-21) (San Diego Comic-Con)
September 16, 2016 (2016-09-16) (United States)
September 22, 2016 (2016-09-22) (Germany)
",$40 million,2016.0,40000000.0,2016-09-22
Nobunaga Concerto: The Movie,"
23 January 2016 (2016-01-23)
",,2016.0,,2016-01-23
Eye in the Sky,"
11 September 2015 (2015-09-11) (TIFF)
8 April 2016 (2016-04-08) (United Kingdom)
",$13 million,2016.0,13000000.0,2016-04-08
Os Dez Mandamentos - O Filme,,,2016.0,,
Bounty Hunters,"
July 1, 2016 (2016-07-01) (China)
",,2016.0,,2016-07-01
Ae Dil Hai Mushkil,,,2016.0,,
Assassination Classroom: The Graduation,"
March 25, 2016 (2016-03-25)
",,2016.0,,2016-03-25
Billy Lynn's Long Halftime Walk,"
October 14, 2016 (2016-10-14) (NYFF)
November 11, 2016 (2016-11-11) (United States & China)
February 10, 2017 (2017-02-10) (United Kingdom)
",$40 million,2016.0,40000000.0,2017-02-10
Norm of the North,"
January 15, 2016 (2016-01-15) (United States)[1]
March 18, 2016 (2016-03-18) (Ireland)
",$18 million,2016.0,18000000.0,2016-03-18
When the Bough Breaks,"
September 9, 2016 (2016-09-09) (United States)
",$11 million,2016.0,11000000.0,2016-09-09
Nocturnal Animals,"
September 2, 2016 (2016-09-02) (Venice)
November 18, 2016 (2016-11-18) (United States)
",$22.5 million,2016.0,5000000.0,2016-11-18
A Silent Voice: The Movie,"
September 17, 2016 (2016-09-17) (Japan)
",,2016.0,,2016-09-17
Keeping Up with the Joneses,"
October 8, 2016 (2016-10-08) (Los Angeles)
October 21, 2016 (2016-10-21) (United States)
",$40 million,2016.0,40000000.0,2016-10-21
Jackie,"
September 7, 2016 (2016-09-07) (Venice)
December 2, 2016 (2016-12-02) (United States)
",$9 million,2016.0,9000000.0,2016-12-02
Masterminds,"
September 26, 2016 (2016-09-26) (TCL Chinese Theatre)
September 30, 2016 (2016-09-30) (United States)
",$25 million,2016.0,25000000.0,2016-09-30
Flight Crew,"
February 20, 2016 (2016-02-20) (Berlinale)
April 21, 2016 (2016-04-21) (Russia)
",$9 million  ₽650 million,2016.0,650000000.0,2016-04-21
M.S. Dhoni: The Untold Story,"
30 September 2016 (2016-09-30)
",est. ₹104 crore (US$14 million),2016.0,14000000.0,2016-09-30
Welcome to Germany,"
3 November 2016 (2016-11-03)
",,2016.0,,2016-11-03
The Brothers Grimsby,"
24 February 2016 (2016-02-24) (United Kingdom)
11 March 2016 (2016-03-11) (United States)
",$35 million,2016.0,35000000.0,2016-03-11
The Light Between Oceans,"
September 1, 2016 (2016-09-01) (Venice)
September 2, 2016 (2016-09-02) (United States)
November 1, 2016 (2016-11-01) (United Kingdom)
",$20 million,2016.0,20000000.0,2016-11-01
A Beautiful Planet,,,2016.0,,
Mr. Donkey,,,2016.0,,
Born in China,"
August 12, 2016 (2016-08-12) (China)
April 21, 2017 (2017-04-21) (United States)
August 23, 2017 (2017-08-23) (France)
",$5–10 million,2016.0,10000000.0,2017-08-23
Call of Heroes,"released =
12 August 2016 (2016-08-12)
",US$32 million,2016.0,32000000.0,2016-08-12
Free State of Jones,"
June 16, 2016 (2016-06-16) (Atlanta)
June 24, 2016 (2016-06-24) (United States)
",$50 million,2016.0,50000000.0,2016-06-24
Whiskey Tango Foxtrot,"
March 4, 2016 (2016-03-04)
",$35 million,2016.0,35000000.0,2016-03-04
Soulmate,,,2016.0,,
The Snow Queen 3: Fire and Ice,"
29 December 2016 (2016-12-29) (Russia)
",$6.3 million (360 million RUB),2016.0,360000000.0,2016-12-29
God's Not Dead 2,"
April 1, 2016 (2016-04-01)
",$5 million,2016.0,5000000.0,2016-04-01
Camping 3,,,2016.0,,
The Founder,"
December 7, 2016 (2016-12-07) (Arclight Hollywood)
January 20, 2017 (2017-01-20) (United States)
",$7–25 million,2016.0,25000000.0,2017-01-20
Bad Santa 2,"
November 15, 2016 (2016-11-15) (New York City)
November 23, 2016 (2016-11-23) (United States)
",$26 million,2016.0,26000000.0,2016-11-23
Spirits' Homecoming,"
February 24, 2016 (2016-02-24)
",,2016.0,,2016-02-24
Kevin Hart: What Now?,"
October 14, 2016 (2016-10-14)
",$9.9 million,2016.0,9000000.0,2016-10-14
No manches Frida,"
2 September 2016 (2016-09-02) (United States)
16 September 2016 (2016-09-16) (Mexico)
",,2016.0,,2016-09-16
Middle School: The Worst Years of My Life,"
October 7, 2016 (2016-10-07)
",$8.5 million,2016.0,5000000.0,2016-10-07
Triple 9,"
February 16, 2016 (2016-02-16) (Los Angeles)
February 26, 2016 (2016-02-26) (United States)
",$20 million,2016.0,20000000.0,2016-02-26
The Choice,"
February 5, 2016 (2016-02-05)
",$10 million,2016.0,10000000.0,2016-02-05
Penny Pincher!,"
2 September 2016 (2016-09-02) (Paris premiere)
28 September 2016 (2016-09-28) (France)
",,2016.0,,2016-09-28
Star Wars: Episode VIII - The Last Jedi,"
December 9, 2017 (2017-12-09) (Shrine Auditorium)
December 15, 2017 (2017-12-15) (United States)
",$200–317 million,2017.0,317000000.0,2017-12-15
The Fate of the Furious,"
April 4, 2017 (2017-04-04) (Berlin)
April 14, 2017 (2017-04-14) (United States)
",$250–270 million,2017.0,270000000.0,2017-04-14
Despicable Me 3,"
June 14, 2017 (2017-06-14) (Annecy)
June 30, 2017 (2017-06-30) (United States)
",$80 million,2017.0,80000000.0,2017-06-30
Jumanji: Welcome to the Jungle,"
December 5, 2017 (2017-12-05) (Grand Rex)
December 20, 2017 (2017-12-20) (United States)
",$90–150 million,2017.0,150000000.0,2017-12-20
Spider-Man: Homecoming,"
June 28, 2017 (2017-06-28) (Hollywood)
July 7, 2017 (2017-07-07) (United States)
",$175 million,2017.0,175000000.0,2017-07-07
Wolf Warrior 2,"
27 July 2017 (2017-07-27) (China)
",CN¥200 million(US$30.1 million),2017.0,1000000.0,2017-07-27
Guardians of the Galaxy Vol. 2,"
April 10, 2017 (2017-04-10) (Tokyo)
May 5, 2017 (2017-05-05) (United States)
",$200 million,2017.0,200000000.0,2017-05-05
Thor: Ragnarok,"
October 10, 2017 (2017-10-10) (El Capitan Theatre)
November 3, 2017 (2017-11-03) (United States)
",$180 million,2017.0,180000000.0,2017-11-03
Coco,"
October 20, 2017 (2017-10-20) (Morelia)[4]
November 22, 2017 (2017-11-22) (United States)
",$175–225 million,2017.0,225000000.0,2017-11-22
Pirates of the Caribbean: Dead Men Tell No Tales,,Total (5 films): $1.274–1.364 billion,2017.0,36400000000.0,
It,,,2021.0,,
Logan,"
February 17, 2017 (2017-02-17) (Berlinale)
March 3, 2017 (2017-03-03) (United States)
",$97–127 million,2017.0,127000000.0,2017-03-03
Transformers: The Last Knight,"
June 18, 2017 (2017-06-18) (Odeon Leicester Square)[1]
June 21, 2017 (2017-06-21) (United States)
",$217–260 million,2017.0,260000000.0,2017-06-21
Kong: Skull Island,"
February 28, 2017 (2017-02-28) (Empire, Leicester Square)
March 10, 2017 (2017-03-10) (United States)
",$185 million,2017.0,185000000.0,2017-03-10
Dunkirk,"
13 July 2017 (2017-07-13) (Odeon Leicester Square)
19 July 2017 (2017-07-19) (France)[3]
20 July 2017 (2017-07-20) (Netherlands)[3]
21 July 2017 (2017-07-21) (UK & US)[3]
",$100–150 million[nb 1],2017.0,1000000.0,2017-07-21
War for the Planet of the Apes,"
July 10, 2017 (2017-07-10) (SVA Theatre)[1]
July 14, 2017 (2017-07-14) (United States)
",$150 million,2017.0,150000000.0,2017-07-14
The Greatest Showman,"
December 8, 2017 (2017-12-08) (RMS Queen Mary 2)
December 20, 2017 (2017-12-20) (United States)
",$84 million,2017.0,84000000.0,2017-12-20
Kingsman: The Golden Circle,,,2017.0,,
The Mummy,"
May 22, 2017 (2017-05-22) (State Theatre)
June 9, 2017 (2017-06-09) (United States)
",$125–195 million,2017.0,195000000.0,2017-06-09
Cars 3,"
May 23, 2017 (2017-05-23) (Kannapolis)
June 16, 2017 (2017-06-16) (United States)
",$175 million,2017.0,175000000.0,2017-06-16
Fifty Shades Darker,"
February 7, 2017 (2017-02-07) (Hamburg)
February 10, 2017 (2017-02-10) (United States)
",$55 million,2017.0,55000000.0,2017-02-10
Murder on the Orient Express,"
November 2, 2017 (2017-11-02) (Royal Albert Hall)
November 10, 2017 (2017-11-10) (United States)
",$55 million,2017.0,55000000.0,2017-11-10
xXx: Return of Xander Cage,"
January 5, 2017 (2017-01-05) (Mexico City)
January 20, 2017 (2017-01-20) (United States)
",$85 million,2017.0,85000000.0,2017-01-20
Never Say Die,"
30 September 2017 (2017-09-30) (China)
",,2017.0,,2017-09-30
The Lego Batman Movie,"
January 29, 2017 (2017-01-29) (Dublin)[3]
February 9, 2017 (2017-02-09) (Denmark)
February 10, 2017 (2017-02-10) (United States)
March 30, 2017 (2017-03-30) (Australia)
",$80 million,2017.0,80000000.0,2017-03-30
The Ex-File 3: The Return of The Exes,,,2017.0,,
Annabelle: Creation,"
June 19, 2017 (2017-06-19) (LAFF)
August 11, 2017 (2017-08-11) (United States)
",$15 million,2017.0,15000000.0,2017-08-11
Ferdinand,"
December 10, 2017 (2017-12-10) (Los Angeles)
December 15, 2017 (2017-12-15) (United States)
",$111 million,2017.0,111000000.0,2017-12-15
Split,"
September 26, 2016 (2016-09-26) (Fantastic Fest)
January 20, 2017 (2017-01-20) (United States)
",$9 million,2017.0,9000000.0,2017-01-20
Blade Runner 2049,"
October 3, 2017 (2017-10-03) (Dolby Theatre)
October 6, 2017 (2017-10-06) (United States)
",$150–185 million,2017.0,185000000.0,2017-10-06
Kung Fu Yoga,"
January 26, 2017 (2017-01-26) (Brunei, Taiwan)
January 28, 2017 (2017-01-28) (China)
",US$65 million,2017.0,65000000.0,2017-01-28
Get Out,,,2017.0,,
Baahubali 2: The Conclusion,,,2017.0,,
Journey to the West: The Demons Strike Back,"
January 28, 2017 (2017-01-28)
",$63.9 million,2017.0,9000000.0,2017-01-28
Alien: Covenant,"
May 4, 2017 (2017-05-04) (Odeon Leicester Square)
May 12, 2017 (2017-05-12) (United Kingdom)
May 19, 2017 (2017-05-19) (United States)
",$97–111 million,2017.0,111000000.0,2017-05-19
Paddington 2,"
5 November 2017 (2017-11-05) (London)
10 November 2017 (2017-11-10) (United Kingdom)
6 December 2017 (2017-12-06) (France)
",$40 million,2017.0,40000000.0,2017-12-06
Youth,,,2019.0,,
Baby Driver,"
March 11, 2017 (2017-03-11) (SXSW)
June 28, 2017 (2017-06-28) (US and UK)
",$34 million,2017.0,34000000.0,2017-06-28
Valerian and the City of a Thousand Planets,"
17 July 2017 (2017-07-17) (Grauman's Chinese Theatre)
26 July 2017 (2017-07-26) (France)
","
€197 million (gross)(~$209 million)
$177–205 million (net)
",2017.0,205000000.0,2017-07-26
Geostorm,"
October 20, 2017 (2017-10-20) (United States)
",$120–130 million,2017.0,130000000.0,2017-10-20
The Emoji Movie,"
July 23, 2017 (2017-07-23) (Regency Village Theatre)
July 28, 2017 (2017-07-28) (United States)
",$50 million,2017.0,50000000.0,2017-07-28
A Dog's Purpose,"
January 27, 2017 (2017-01-27)
",$22 million,2017.0,22000000.0,2017-01-27
Smurfs: The Lost Village,"
April 5, 2017 (2017-04-05) (Belgium and Asia)
April 7, 2017 (2017-04-07) (United States)
December 8, 2019 (2019-12-08) (Europe)
",$60 million,2017.0,60000000.0,2019-12-08
The Shape of Water,"
August 31, 2017 (2017-08-31) (Venice)
December 1, 2017 (2017-12-01) (United States)
",$19.5–20 million,2017.0,20000000.0,2017-12-01
Pitch Perfect 3,"
November 30, 2017 (2017-11-30) (Sydney)
December 22, 2017 (2017-12-22) (United States)
",$45 million,2017.0,45000000.0,2017-12-22
Daddy's Home 2,"
November 5, 2017 (2017-11-05) (Regency Village Theater)
November 10, 2017 (2017-11-10) (United States)
",$69 million,2017.0,69000000.0,2017-11-10
The Post,"
December 14, 2017 (2017-12-14) (Newseum)
December 22, 2017 (2017-12-22) (United States)
",$50 million,2017.0,50000000.0,2017-12-22
Baywatch,"
May 13, 2017 (2017-05-13) (Miami)
May 25, 2017 (2017-05-25) (United States)
",$65–69 million,2017.0,69000000.0,2017-05-25
The Hitman's Bodyguard,"
August 18, 2017 (2017-08-18)
",$30-69 million,2017.0,69000000.0,2017-08-18
John Wick: Chapter 2,"
January 30, 2017 (2017-01-30) (ArcLight Hollywood)
February 10, 2017 (2017-02-10) (United States)
",$40 million,2017.0,40000000.0,2017-02-10
Ghost in the Shell,"
March 16, 2017 (2017-03-16) (Shinjuku)
March 31, 2017 (2017-03-31) (United States)
",$110 million,2017.0,110000000.0,2017-03-31
"Three Billboards Outside Ebbing, Missouri",,,2017.0,,
Duckweed,,,2017.0,,
Darkest Hour,"
1 September 2017 (2017-09-01) (Telluride)
22 November 2017 (2017-11-22) (United States)
12 January 2018 (2018-01-12) (United Kingdom)
",$30 million,2017.0,30000000.0,2018-01-12
King Arthur: Legend of the Sword,"
8 May 2017 (2017-05-08) (TCL Chinese Theatre)
12 May 2017 (2017-05-12) (United States)
19 May 2017 (2017-05-19) (United Kingdom)
",$175 million,2017.0,175000000.0,2017-05-19
The Foreigner,"
24 September 2017 (2017-09-24) (Beijing)
30 September 2017 (2017-09-30) (China)
13 October 2017 (2017-10-13) (United States)
",$35 million,2017.0,35000000.0,2017-10-13
Power Rangers,"
March 22, 2017 (2017-03-22) (Regency Village Theater)
March 24, 2017 (2017-03-24) (United States)
",$105 million,2017.0,105000000.0,2017-03-24
Girls Trip,"
June 14, 2017 (2017-06-14) (American Black Film Festival)
July 21, 2017 (2017-07-21) (United States)
",$19 million,2017.0,19000000.0,2017-07-21
American Made,"
August 18, 2017 (2017-08-18) (Taiwan)
September 29, 2017 (2017-09-29) (United States)
",$50–60 million,2017.0,60000000.0,2017-09-29
A Bad Moms Christmas,"
October 30, 2017 (2017-10-30) (Regency Village Theater)
November 1, 2017 (2017-11-01) (United States)
",$28 million,2017.0,28000000.0,2017-11-01
Happy Death Day,"
February 13, 2019 (2019-02-13) (United States)
",$9 million,2019.0,9000000.0,2019-02-13
Captain Underpants: The First Epic Movie,,,2017.0,,
The Lego Ninjago Movie,"
September 16, 2017 (2017-09-16) (Regency Village Theater)
September 21, 2017 (2017-09-21) (Denmark)
September 22, 2017 (2017-09-22) (United States)
",$70 million,2017.0,70000000.0,2017-09-22
Secret Superstar,"
19 October 2017 (2017-10-19)[1]
",₹150 million[a],2017.0,150000000.0,2017-10-19
The Commuter,"
January 8, 2018 (2018-01-08) (New York City)
January 12, 2018 (2018-01-12) (United States)
January 19, 2018 (2018-01-19) (United Kingdom)
January 24, 2018 (2018-01-24) (France)
",$30 million,2017.0,30000000.0,2018-01-24
The Dark Tower,"
July 31, 2017 (2017-07-31) (Museum of Modern Art)
August 4, 2017 (2017-08-04) (United States)
",$66 million,2017.0,66000000.0,2017-08-04
Buddies in India,"
28 January 2017 (2017-01-28) (China)
",,2017.0,,2017-01-28
Along With the Gods: The Two Worlds,"
20 December 2017 (2017-12-20)
",₩20 billion($18.3 million),2017.0,3000000.0,2017-12-20
,,,,,
Jigsaw,"
October 27, 2017 (2017-10-27) (United States)
",$10 million,2017.0,10000000.0,2017-10-27
Atomic Blonde,"
March 12, 2017 (2017-03-12) (SXSW)
July 28, 2017 (2017-07-28) (United States)
",$30 million,2017.0,30000000.0,2017-07-28
Legend of the Demon Cat,"
December 22, 2017 (2017-12-22)
",CN¥170 million,2017.0,170000000.0,2017-12-22
The Shack,"
March 3, 2017 (2017-03-03) (United States)
",$20 million,2017.0,20000000.0,2017-03-03
Chasing the Dragon,"
September 28, 2017 (2017-09-28) (Hong Kong)
September 30, 2017 (2017-09-30) (China)
",CN¥200 million,2019.0,200000000.0,2017-09-30
Tiger Zinda Hai,,,2017.0,,
Going in Style,"
March 30, 2017 (2017-03-30) (SVA Theatre)
April 7, 2017 (2017-04-07) (United States)
",$25 million,2017.0,25000000.0,2017-04-07
Rings,,,2021.0,,
Lady Bird,"
September 1, 2017 (2017-09-01) (Telluride)
November 3, 2017 (2017-11-03) (United States)
",$10 million,2017.0,10000000.0,2017-11-03
Fantastica: A Boonie Bears Adventure,,,2017.0,,
The Nut Job 2: Nutty by Nature,"
August 11, 2017 (2017-08-11)
",$40 million,2017.0,40000000.0,2017-08-11
American Assassin,"
September 15, 2017 (2017-09-15)
",$33 million,2017.0,33000000.0,2017-09-15
Victoria & Abdul,,,2017.0,,
Suck Me Shakespeer 3,"
29 October 2013 (2013-10-29)
",€5 million,2017.0,5000000.0,2013-10-29
Detective Conan: Crimson Love Letter,"
April 15, 2017 (2017-04-15)
",,2017.0,,2017-04-15
The Mountain Between Us,"
September 9, 2017 (2017-09-09) (TIFF)
October 6, 2017 (2017-10-06) (United States)
",$35 million,2017.0,35000000.0,2017-10-06
The Star,"
November 12, 2017 (2017-11-12) (Regency Village Theater)
November 17, 2017 (2017-11-17) (United States)
",$20 million,2017.0,20000000.0,2017-11-17
How to Be a Latin Lover,"
April 28, 2017 (2017-04-28)
",$10-13 million,2017.0,13000000.0,2017-04-28
47 Meters Down,"
12 June 2017 (2017-06-12) (Regency Village Theatre)
16 June 2017 (2017-06-16) (United States)
26 July 2017 (2017-07-26) (United Kingdom)
",$5.3 million,2019.0,3000000.0,2017-07-26
"Everything, Everything","
May 19, 2017 (2017-05-19) (United States)
",$10 million,2017.0,10000000.0,2017-05-19
Doraemon: Great Adventure in the Antarctic Kachi Kochi,"
March 4, 2017 (2017-03-04)
",$8 million,2017.0,8000000.0,2017-03-04
Snatched,"
May 2, 2017 (2017-05-02) (New York City)
May 12, 2017 (2017-05-12) (United States)
",$42 million,2017.0,42000000.0,2017-05-12
The Founding of an Army,"
28 July 2017 (2017-07-28)[1]
",,2017.0,,2017-07-28
My Little Pony: The Movie,"
September 24, 2017 (2017-09-24) (New York City)[1]
October 6, 2017 (2017-10-06) (United States and Canada)[2]
",$6.5 million,2017.0,5000000.0,2017-10-06
Molly's Game,"
September 8, 2017 (2017-09-08) (TIFF)
December 25, 2017 (2017-12-25) (United States)
",$30 million ,2017.0,30000000.0,2017-12-25
The Devotion of Suspect X,"
March 31, 2017 (2017-03-31)
",,2017.0,,2017-03-31
Shock Wave,"
24 December 2020 (2020-12-24) (China)
18 February 2021 (2021-02-18) (Hong Kong)
",US$40 million,2020.0,40000000.0,2021-02-18
Goldbuster,"
29 December 2017 (2017-12-29)
",,2017.0,,2017-12-29
